id,job_title,nice_areas,nice_subcategories,ksa,tasks
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",Assess the validity of source data and subsequent findings.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",Program custom algorithms.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",Develop strategic insights from large data sets.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,* Knowledge of cybersecurity principles.,Present technical information to technical and non-technical audiences.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,* Knowledge of cyber threats and vulnerabilities. ,Present data in creative formats.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,* Knowledge of specific operational impacts of cybersecurity lapses.,Provide actionable recommendations to critical stakeholders based on data analysis and findings.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in developing data dictionaries.,Effectively allocate storage capacity in the design of data management systems.
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in developing data models.,"Utilize different programming languages to write code, open files, read files, and write output to different files."
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of advanced data remediation security features in databases.,"Read, interpret, write, modify, and execute simple scripts (e.g., PERL, VBS) on Windows and UNIX systems (e.g., those that perform tasks such as: parsing large data files, automating manual tasks, and fetching/processing remote data)."
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of Java-based database access application programming interface (API) (e.g., Java Database Connectivity [JDBC]).","Utilize opens source language such as R and apply quantitative techniques (e.g., descriptive and inferential statistics, sampling, experimental design, parametric and non-parametric tests of difference, ordinary least squares regression, general line)."
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of computer algorithms.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of mathematics, including logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis.",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in the use of design modeling (e.g., unified modeling language).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in creating and utilizing mathematical or statistical models.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of interpreted and compiled computer languages.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of Unix command line (e.g., mkdir, mv, ls, passwd, grep).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of programming language structures and logic.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in reading Hexadecimal data.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in identifying common encoding techniques (e.g., Exclusive Disjunction [XOR], American Standard Code for Information Interchange [ASCII], Unicode, Base64, Uuencode, Uniform Resource Locator [URL] encode).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of low-level computer languages (e.g., assembly languages).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in writing code in a currently supported programming language (e.g., Java, C++).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of secure coding techniques.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Ability to interpret and incorporate data from multiple tool sources.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in one way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5]).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in data pre-processing (e.g., imputation, dimensionality reduction, normalization, transformation, extraction, filtering, smoothing).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in transformation analytics (e.g., aggregation, enrichment, processing).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in using outlier identification and removal techniques.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Ability to dissect a problem and examine the interrelationships between data that may appear unrelated.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in identifying hidden patterns or relationships.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in data mining techniques.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in assessing the predictive power and subsequent generalizability of a model.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in using basic descriptive statistics and techniques (e.g., normality, model distribution, scatter plots).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in Regression Analysis (e.g., Hierarchical Stepwise, Generalized Linear Model, Ordinary Least Squares, Tree-Based Methods, Logistic).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of machine learning theory and principles.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in performing sensitivity analysis.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Ability to build complex data structures and high-level programming languages.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc.",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Skill in using data analysis tools (e.g., Excel, STATA SAS, SPSS).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Knowledge of computer programming principles such as object-oriented design.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of how to utilize Hadoop, Java, Python, SQL, Hive, and PIG to explore data.",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in performing format conversions to create a standard representation of the data.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Ability to use data visualization tools (e.g., Flare, HighCharts, AmCharts, D3.js, Processing, Google Visualization API, Tableau, Raphael.js).",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,"Knowledge of applications that can log errors, exceptions, and application faults and logging.",
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in using data mapping tools.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Ability to identify basic common coding flaws at a high level.,
h2,Cybersecurity Engineer,Operate and Maintain,Data Administration,Skill in developing machine understandable symantic ontologies.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Ability to match the appropriate knowledge repository technology for a given application or environment.,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files)."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.","Construct access paths to suites of information (e.g., link pages) to facilitate access by end-users."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various content creation technologies (e.g., wikis, social networking, blogs).","Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organizationﾒs intellectual capital."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",Develop an understanding of the needs and requirements of information end-users.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).",Monitor and report the usage of knowledge management assets and resources.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Skill in conducting information searches.,Plan and manage the delivery of knowledge management projects.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",Promote knowledge sharing between information owners/users through an organizationﾒs operational processes and systems.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Skill in the measuring and reporting of intellectual capital.,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Skill in using knowledge management technologies.,Leads efforts to promote the organization's use of knowledge management and information sharing.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of data mining techniques.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of database theory.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of the organization's core business/mission processes.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of Personally Identifiable Information (PII) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of Payment Card Industry (PCI) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of Personal Health Information (PHI) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. ",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of an organization's information classification program and procedures for information compromise.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,* Knowledge of cybersecurity principles.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,* Knowledge of cyber threats and vulnerabilities. ,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,* Knowledge of specific operational impacts of cybersecurity lapses.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Knowledge Management,Knowledge of taxonomy and semantic ontology theory.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Ability to match the appropriate knowledge repository technology for a given application or environment.,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files)."
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.","Construct access paths to suites of information (e.g., link pages) to facilitate access by end-users."
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various content creation technologies (e.g., wikis, social networking, blogs).","Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organizationﾒs intellectual capital."
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",Develop an understanding of the needs and requirements of information end-users.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).",Monitor and report the usage of knowledge management assets and resources.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Skill in conducting information searches.,Plan and manage the delivery of knowledge management projects.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",Promote knowledge sharing between information owners/users through an organizationﾒs operational processes and systems.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Skill in the measuring and reporting of intellectual capital.,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Skill in using knowledge management technologies.,Leads efforts to promote the organization's use of knowledge management and information sharing.
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of data mining techniques.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of database theory.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of the organization's core business/mission processes.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of Personally Identifiable Information (PII) data security standards.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of Payment Card Industry (PCI) data security standards.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of Personal Health Information (PHI) data security standards.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. ",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of an organization's information classification program and procedures for information compromise.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,* Knowledge of cybersecurity principles.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,* Knowledge of cyber threats and vulnerabilities. ,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,* Knowledge of specific operational impacts of cybersecurity lapses.,
m1,Cybersecurity Analyst,Operate and Maintain,Knowledge Management,Knowledge of taxonomy and semantic ontology theory.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Ability to match the appropriate knowledge repository technology for a given application or environment.,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files)."
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.","Construct access paths to suites of information (e.g., link pages) to facilitate access by end-users."
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various content creation technologies (e.g., wikis, social networking, blogs).","Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organizationﾒs intellectual capital."
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",Develop an understanding of the needs and requirements of information end-users.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).",Monitor and report the usage of knowledge management assets and resources.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Skill in conducting information searches.,Plan and manage the delivery of knowledge management projects.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",Promote knowledge sharing between information owners/users through an organizationﾒs operational processes and systems.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Skill in the measuring and reporting of intellectual capital.,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Skill in using knowledge management technologies.,Leads efforts to promote the organization's use of knowledge management and information sharing.
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of data mining techniques.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of database theory.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of the organization's core business/mission processes.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of Personally Identifiable Information (PII) data security standards.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of Payment Card Industry (PCI) data security standards.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of Personal Health Information (PHI) data security standards.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. ",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of an organization's information classification program and procedures for information compromise.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,* Knowledge of cybersecurity principles.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,* Knowledge of cyber threats and vulnerabilities. ,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,* Knowledge of specific operational impacts of cybersecurity lapses.,
m2,Cybersecurity Consultant,Operate and Maintain,Knowledge Management,Knowledge of taxonomy and semantic ontology theory.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Ability to match the appropriate knowledge repository technology for a given application or environment.,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files)."
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.","Construct access paths to suites of information (e.g., link pages) to facilitate access by end-users."
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various content creation technologies (e.g., wikis, social networking, blogs).","Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organizationﾒs intellectual capital."
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",Develop an understanding of the needs and requirements of information end-users.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).",Monitor and report the usage of knowledge management assets and resources.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Skill in conducting information searches.,Plan and manage the delivery of knowledge management projects.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",Promote knowledge sharing between information owners/users through an organizationﾒs operational processes and systems.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Skill in the measuring and reporting of intellectual capital.,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Skill in using knowledge management technologies.,Leads efforts to promote the organization's use of knowledge management and information sharing.
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of data mining techniques.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of database theory.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of the organization's core business/mission processes.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of Personally Identifiable Information (PII) data security standards.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of Payment Card Industry (PCI) data security standards.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of Personal Health Information (PHI) data security standards.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. ",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of an organization's information classification program and procedures for information compromise.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,* Knowledge of cybersecurity principles.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,* Knowledge of cyber threats and vulnerabilities. ,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,* Knowledge of specific operational impacts of cybersecurity lapses.,
h1,Cybersecurity Manager / Administrator,Operate and Maintain,Knowledge Management,Knowledge of taxonomy and semantic ontology theory.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Ability to match the appropriate knowledge repository technology for a given application or environment.,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files)."
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of cyber defense and vulnerability assessment tools, including open source tools, and their capabilities.","Construct access paths to suites of information (e.g., link pages) to facilitate access by end-users."
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various content creation technologies (e.g., wikis, social networking, blogs).","Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organizationﾒs intellectual capital."
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).",Develop an understanding of the needs and requirements of information end-users.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).",Monitor and report the usage of knowledge management assets and resources.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Skill in conducting information searches.,Plan and manage the delivery of knowledge management projects.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",Promote knowledge sharing between information owners/users through an organizationﾒs operational processes and systems.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Skill in the measuring and reporting of intellectual capital.,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Skill in using knowledge management technologies.,Leads efforts to promote the organization's use of knowledge management and information sharing.
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of data mining techniques.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of database theory.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of the organization's core business/mission processes.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of Personally Identifiable Information (PII) data security standards.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of Payment Card Industry (PCI) data security standards.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of Personal Health Information (PHI) data security standards.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. ",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of an organization's information classification program and procedures for information compromise.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,* Knowledge of cybersecurity principles.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,* Knowledge of cyber threats and vulnerabilities. ,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,* Knowledge of specific operational impacts of cybersecurity lapses.,
h2,Cybersecurity Engineer,Operate and Maintain,Knowledge Management,Knowledge of taxonomy and semantic ontology theory.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of communication methods, principles, and concepts (e.g., crypto, dual hubs, time multiplexers) that support the network infrastructure.","Configure and optimize network hubs, routers, and switches (e.g., higher-level protocols, tunneling)."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of capabilities and applications of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.",Develop and implement network backup and recovery procedures.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Ability to operate network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.",Diagnose network connectivity problem.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of organization's LAN/WAN pathways.,"Implement new system design procedures, test procedures, and quality standards."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Ability to operate the organization's LAN/WAN pathways.,"Install and maintain network infrastructure device operating system software (e.g., IOS, firmware)."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of cybersecurity principles used to manage risks related to the use, processing, storage, and transmission of information or data.","Install or replace network hubs, routers, and switches."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). ",Integrate new systems into existing network architecture.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of local area and wide area networking principles and concepts including bandwidth management.,Monitor network capacity and performance.
